voltage_V,current_A,temperature_C,soc_percent,soh_percent,internal_resistance_mOhm,charge_cycles,ambient_temp_C,fault
3.532,2.334,34.56,63.87,87.96,70.49,1486,28.8,1
3.652,2.05,29.54,79.26,93.27,44.34,521,26.16,0
3.598,1.723,30.84,89.0,95.72,38.17,640,23.29,0
3.006,3.182,33.33,20.77,83.83,53.79,730,31.73,1
2.972,2.222,28.1,25.58,94.5,48.2,743,31.73,1
3.074,2.233,30.86,46.23,89.28,53.5,712,19.83,1
3.712,2.719,33.37,59.38,97.94,48.06,205,22.03,0
2.955,2.119,30.09,21.0,87.27,46.93,1134,22.06,1
3.825,1.497,29.31,87.17,92.34,37.12,693,21.49,0
3.727,1.306,26.11,55.69,90.12,36.68,578,29.9,0
3.685,2.516,30.03,79.15,97.02,38.41,565,25.49,0
3.707,1.012,45.19,33.11,85.93,54.53,790,35.36,1
3.494,2.049,26.49,79.23,93.03,41.5,750,23.44,0
3.523,2.347,52.27,72.7,81.88,48.49,1127,34.6,1
3.455,2.262,36.4,54.01,84.49,70.31,1296,40.53,1
3.667,2.344,32.06,44.05,95.31,45.64,514,32.42,0
3.66,1.168,36.16,64.99,74.36,93.82,1244,26.4,1
3.689,2.435,32.47,93.9,96.2,44.06,432,26.43,0
2.807,3.402,25.2,18.42,93.97,50.07,458,31.82,1
2.817,1.975,30.02,23.8,94.83,52.23,1033,37.12,1
3.68,1.891,32.12,69.91,90.32,37.74,278,25.33,0
2.849,2.759,32.38,21.1,82.09,48.17,449,36.3,1
3.655,1.523,54.3,77.99,76.59,60.83,861,30.99,1
3.762,1.083,54.68,53.29,76.7,53.85,586,32.15,1
3.717,2.29,34.67,65.97,95.53,33.69,635,31.3,0
3.739,2.27,33.4,80.69,97.34,44.52,473,29.33,0
3.888,1.944,30.93,69.29,95.19,44.75,118,26.89,0
3.754,1.658,29.46,87.08,97.05,47.76,685,23.97,0
3.644,1.519,26.09,78.76,99.35,35.73,658,24.79,0
3.748,1.804,32.68,95.84,93.66,33.48,608,27.08,0
3.505,2.421,33.97,51.2,76.51,119.65,1072,24.93,1
2.829,2.179,29.78,21.93,91.65,49.07,896,28.55,1
3.047,2.288,29.81,25.39,88.41,41.42,1021,36.23,1
3.35,2.343,38.11,36.88,73.13,99.66,1102,35.33,1
3.089,2.267,32.51,59.73,94.72,47.08,582,18.91,1
3.383,1.524,25.28,69.61,73.85,114.43,1494,34.36,1
3.726,1.527,32.35,63.53,99.44,37.57,471,26.06,0
3.645,2.278,37.87,20.49,71.05,79.57,1058,30.9,1
3.587,1.997,30.74,78.95,90.07,38.56,646,23.17,0
3.708,3.138,46.47,57.82,88.94,58.77,592,33.6,1
3.679,1.185,29.39,75.41,92.11,38.76,404,33.3,0
3.551,2.091,32.33,92.84,95.09,44.49,597,23.76,0
3.733,0.962,31.83,75.3,99.86,33.42,173,31.75,0
3.619,1.967,31.74,53.97,73.11,104.69,759,31.47,1
3.511,1.522,26.9,78.67,91.17,48.46,790,34.28,0
3.776,0.96,36.22,62.23,99.79,54.12,227,24.78,0
3.646,1.56,30.54,49.22,91.66,37.19,378,26.93,0
3.631,2.649,47.43,34.72,77.93,60.59,696,27.32,1
3.417,2.313,38.69,46.47,72.62,75.85,552,34.72,1
3.719,1.584,27.84,87.4,97.92,32.49,140,31.81,0
3.598,1.064,50.66,63.62,79.9,76.44,451,34.78,1
3.531,1.921,30.06,95.14,97.79,33.02,247,33.0,0
3.598,1.792,35.36,40.94,94.1,36.81,574,24.93,0
3.649,1.897,29.87,86.39,96.12,47.79,292,26.2,0
3.539,2.952,46.56,39.87,79.14,41.16,1143,38.11,1
3.685,3.024,29.36,93.91,91.11,34.59,527,28.41,0
3.601,2.29,32.52,49.78,97.28,48.66,484,31.21,0
3.742,1.941,27.97,91.09,95.58,36.28,518,32.18,0
3.462,1.848,32.7,58.94,96.24,42.24,435,28.26,0
3.662,2.016,54.0,42.88,77.28,50.15,1000,33.83,1
3.759,1.737,31.07,68.74,97.41,43.38,390,28.46,0
2.985,2.321,29.51,42.26,90.53,47.52,364,32.68,1
3.534,1.801,63.36,46.7,83.83,65.14,415,34.95,1
3.734,1.697,31.05,59.68,94.64,47.71,171,26.95,0
3.496,1.07,36.02,33.73,79.11,88.58,1137,34.11,1
3.885,1.725,31.56,79.96,98.26,38.87,172,29.59,0
3.64,1.866,35.42,99.93,92.76,33.28,499,29.03,0
3.712,1.59,32.08,99.1,98.03,53.47,260,27.34,0
3.819,1.672,34.04,64.12,90.85,39.37,657,25.54,0
2.981,2.776,38.9,35.06,83.03,56.84,1124,33.4,1
3.6,2.93,57.32,28.48,77.88,40.2,559,40.91,1
3.588,2.388,34.91,32.87,89.41,96.02,1419,36.64,1
3.847,1.887,31.86,69.44,91.54,38.38,294,38.03,0
2.905,3.75,33.99,39.07,92.49,57.38,480,28.44,1
3.788,1.663,33.44,72.01,93.42,38.43,193,29.0,0
3.384,1.925,25.59,25.6,86.69,77.4,1324,32.54,1
3.739,2.251,34.25,63.94,96.47,39.71,493,26.05,0
2.951,2.21,29.82,38.61,88.69,60.22,840,29.3,1
3.676,2.13,27.27,89.12,96.19,38.47,162,26.98,0
3.706,3.002,26.69,46.02,95.09,35.24,208,30.09,0
2.886,2.559,31.38,24.71,87.75,52.03,392,29.99,1
3.463,1.998,34.27,55.84,73.23,114.3,873,33.32,1
3.686,1.326,53.07,31.69,78.43,54.7,1179,29.43,1
3.542,2.836,45.29,62.8,79.47,50.09,457,35.37,1
2.802,2.754,38.49,51.81,86.54,52.07,1167,28.47,1
3.659,1.711,31.21,71.62,93.49,30.72,629,28.09,0
3.761,1.51,61.26,33.21,80.54,43.83,1012,29.84,1
3.589,2.933,52.74,52.22,79.97,59.45,827,29.44,1
3.827,2.254,31.37,58.98,95.25,41.56,582,25.02,0
3.815,2.124,32.36,70.92,94.42,36.31,530,23.75,0
3.593,2.275,30.6,81.8,97.14,45.04,259,24.06,0
3.667,1.806,25.72,55.57,93.01,52.37,617,25.82,0
3.083,2.201,20.97,40.9,82.06,52.97,755,36.13,1
3.628,0.722,40.72,67.3,82.5,77.04,1366,26.25,1
3.504,2.745,31.61,35.6,83.13,85.24,1236,34.36,1
3.797,2.602,33.41,95.65,99.91,44.6,80,28.24,0
3.583,2.293,30.79,38.64,75.93,78.11,791,28.45,1
2.896,2.996,29.1,40.65,93.86,43.94,529,28.55,1
3.731,1.403,26.98,49.12,91.76,38.15,117,30.56,0
3.52,2.145,31.21,81.49,93.96,50.93,420,28.14,0
3.51,2.234,49.25,23.5,86.98,44.6,892,32.24,1
3.468,2.455,34.78,35.8,80.3,78.29,1011,31.96,1
2.843,2.277,35.68,37.11,89.73,56.82,725,33.1,1
3.011,2.49,33.83,31.92,82.51,50.61,830,26.28,1
3.072,2.587,22.78,22.91,86.62,55.5,547,29.91,1
3.765,2.102,54.89,38.01,82.98,67.56,1049,32.51,1
3.607,2.503,26.07,49.83,96.17,41.55,674,28.34,0
3.709,1.615,28.52,59.12,97.87,43.76,118,24.97,0
2.934,1.054,35.26,45.26,87.21,57.13,869,32.16,1
3.694,2.679,34.51,30.53,80.36,112.76,1383,36.19,1
3.537,2.083,29.09,34.42,82.88,80.61,1212,30.13,1
3.743,1.885,22.05,58.31,79.93,98.88,1309,30.79,1
3.718,2.15,29.01,68.9,97.95,38.86,82,27.97,0
3.906,2.545,52.16,68.91,78.11,47.41,961,32.28,1
3.627,2.052,27.63,69.71,95.7,45.3,300,27.79,0
3.545,3.114,38.84,22.69,80.58,75.44,1470,40.03,1
3.549,2.045,32.61,96.43,97.68,40.97,504,29.62,0
3.782,1.528,27.78,52.62,91.01,44.18,663,25.77,0
3.582,2.068,27.18,61.22,93.63,38.28,477,26.41,0
3.731,1.636,28.98,49.14,98.95,43.63,250,27.87,0
3.88,1.645,29.84,71.88,94.44,36.75,299,23.93,0
3.741,2.946,28.08,75.71,90.39,42.6,705,28.73,0
3.419,1.714,29.92,32.69,77.1,75.99,652,38.42,1
3.619,1.388,25.56,53.57,96.28,36.23,747,25.41,0
3.66,1.89,38.77,36.52,82.35,103.93,568,30.47,1
3.858,3.048,25.13,63.61,94.39,35.18,721,31.24,0
3.623,2.529,56.39,47.71,86.89,58.59,632,31.37,1
3.512,2.16,32.49,80.91,99.48,37.94,323,26.98,0
3.522,1.535,28.28,81.85,96.32,38.17,631,30.23,0
3.6,2.104,32.13,58.92,96.25,44.6,483,28.64,0
2.915,2.546,38.77,28.94,90.29,54.31,424,23.93,1
2.989,1.537,39.97,24.6,87.45,49.44,497,37.62,1
2.928,1.68,32.55,58.68,90.37,52.33,645,31.74,1
3.425,1.797,34.32,57.68,82.23,113.27,1035,29.14,1
3.731,1.468,30.56,81.9,94.72,41.25,493,29.41,0
3.633,2.408,59.77,36.66,87.54,57.48,632,33.85,1
3.703,2.177,27.45,44.42,95.29,39.94,186,25.87,0
3.071,1.86,29.62,13.07,91.28,47.69,1023,35.86,1
3.728,2.317,33.3,16.43,80.12,82.13,1104,25.37,1
3.713,2.29,28.31,42.09,96.39,43.62,167,24.18,0
3.738,1.973,34.21,56.05,96.75,38.32,353,28.87,0
3.79,1.215,28.41,76.4,92.61,38.1,57,27.29,0
3.664,1.278,32.29,79.54,94.75,43.97,739,28.35,0
3.72,2.476,29.94,63.37,96.34,35.22,77,30.45,0
3.66,1.747,29.15,62.37,99.38,39.07,151,27.9,0
3.648,2.159,32.68,88.92,95.27,40.72,300,27.78,0
3.523,2.648,58.27,35.99,84.64,60.37,860,29.07,1
3.65,2.897,63.33,27.54,81.87,55.49,633,31.29,1
3.536,2.089,43.66,24.73,78.17,102.19,1283,27.85,1
3.417,2.737,32.04,46.77,89.22,87.9,613,34.03,1
3.798,1.765,27.1,45.45,95.11,29.7,77,27.13,0
2.825,1.668,27.79,34.99,87.81,45.57,919,32.25,1
3.78,2.172,26.42,61.09,90.08,36.57,255,28.26,0
3.657,1.933,33.7,81.38,91.51,40.05,512,29.42,0
3.711,2.718,30.95,92.5,94.06,36.11,294,32.22,0
3.559,2.101,46.02,43.15,87.74,47.18,660,32.3,1
3.718,2.573,31.96,82.06,91.06,42.77,553,22.43,0
3.815,2.755,29.41,74.79,93.71,39.33,237,27.49,0
3.681,1.017,29.49,47.28,92.21,39.45,285,26.22,0
2.814,2.551,27.32,10.23,85.82,44.72,737,31.67,1
3.895,1.962,28.07,67.25,97.54,34.83,245,31.98,0
3.614,1.779,34.2,96.18,92.97,33.67,600,26.05,0
3.481,1.176,25.97,43.18,77.54,103.49,507,29.19,1
3.523,2.492,31.1,71.01,93.37,34.12,680,25.07,0
3.674,3.139,33.69,81.76,97.99,41.9,647,29.18,0
3.854,2.046,30.08,65.46,96.24,41.21,90,22.72,0
3.57,2.66,34.4,68.69,87.12,107.31,971,26.96,1
3.523,2.058,60.6,29.71,76.37,56.82,677,28.94,1
3.567,1.434,29.79,82.4,90.75,41.16,59,28.46,0
3.74,2.727,27.43,65.92,95.22,32.43,529,33.45,0
3.697,1.387,28.75,98.04,92.81,46.44,571,29.38,0
3.416,1.943,37.68,16.58,80.41,100.76,1193,28.84,1
3.744,3.022,31.6,96.57,98.11,39.7,154,27.6,0
3.034,3.289,34.29,12.79,92.93,59.37,903,25.65,1
3.659,1.808,35.58,99.14,93.63,36.1,447,26.6,0
3.892,2.072,30.09,49.62,98.0,44.41,430,23.04,0
3.616,2.062,30.83,58.89,97.58,44.13,578,29.12,0
3.751,0.502,37.53,42.27,96.73,40.83,193,28.84,0
3.493,1.647,24.3,66.04,99.04,38.09,376,28.71,0
3.058,2.128,28.9,23.35,82.78,42.04,1096,35.95,1
3.792,1.616,28.1,43.16,98.97,29.97,353,21.8,0
3.658,1.866,32.43,75.43,92.18,36.31,276,29.12,0
2.845,2.618,32.55,26.04,81.19,51.65,786,33.32,1
3.092,2.747,39.35,22.74,89.66,41.9,641,24.32,1
3.546,2.514,22.1,25.03,88.91,111.19,601,28.32,1
3.624,1.287,30.86,85.01,95.27,26.49,730,27.98,0
3.65,2.573,28.95,41.19,90.32,29.96,224,24.57,0
3.556,2.574,51.07,70.26,81.01,70.08,427,32.39,1
3.591,1.618,59.1,42.82,77.37,46.3,763,27.35,1
3.69,1.957,31.75,72.22,95.35,40.6,495,28.12,0
3.378,1.872,32.73,43.53,74.36,99.86,1227,32.41,1
3.48,1.118,34.71,35.0,74.23,77.81,611,37.88,1
2.966,2.377,37.26,15.08,86.64,46.53,409,27.18,1
3.636,1.901,24.5,73.82,96.49,45.13,76,27.49,0
3.556,2.339,24.73,93.64,90.91,46.26,296,31.87,0
3.556,2.988,61.44,39.51,78.77,51.53,923,29.52,1
3.057,1.944,27.98,58.65,92.3,57.24,567,32.21,1
3.617,1.495,31.91,90.04,97.32,44.16,553,30.52,0
3.435,1.539,63.47,44.96,89.98,56.28,800,29.36,1
3.766,2.645,46.65,74.77,86.91,63.49,665,35.2,1
3.62,2.532,47.57,60.92,86.64,62.14,660,32.72,1
3.853,1.656,34.37,56.87,97.14,42.92,430,30.98,0
3.754,1.247,29.52,59.63,92.87,48.63,61,26.59,0
3.514,2.426,40.69,64.35,75.23,102.65,554,30.42,1
2.823,2.747,31.63,22.28,82.5,58.32,683,23.63,1
3.924,1.952,29.33,60.86,90.69,36.84,363,29.24,0
2.945,2.975,39.74,57.13,83.62,48.87,425,27.6,1
3.597,1.183,25.09,72.14,95.09,37.52,323,21.82,0
3.569,1.312,38.51,62.48,85.28,111.8,1053,33.39,1
3.481,1.988,28.42,45.57,85.02,99.68,710,32.35,1
3.683,2.278,54.3,61.09,87.56,50.28,760,32.86,1
3.912,2.241,26.17,67.99,97.99,47.07,129,31.74,0
3.617,2.372,31.36,46.97,96.26,35.54,573,29.89,0
3.708,0.553,30.66,79.91,98.73,38.72,340,28.98,0
3.695,2.843,38.25,99.8,93.37,43.51,500,25.16,0
3.519,3.198,55.55,57.81,86.48,63.69,429,36.27,1
3.721,1.623,29.24,80.08,98.49,40.35,60,27.18,0
3.423,1.44,25.34,23.88,81.65,91.87,670,24.6,1
2.896,1.924,23.41,31.7,92.4,45.25,617,32.29,1
3.757,1.523,25.82,48.96,98.96,38.61,466,31.86,0
3.449,1.19,34.35,25.93,71.15,104.32,1459,33.39,1
2.967,2.374,35.25,56.88,81.03,46.57,742,25.28,1
3.464,1.549,31.52,56.46,94.97,42.94,452,28.21,0
2.856,2.514,33.32,46.14,89.78,51.5,954,24.48,1
3.505,1.827,17.47,59.97,75.03,81.51,1173,33.89,1
3.605,2.041,28.51,81.14,93.2,26.81,89,31.05,0
3.69,3.294,27.26,82.67,99.56,38.01,514,25.7,0
3.608,2.538,31.88,78.13,96.25,42.55,772,30.72,0
2.873,2.441,28.01,41.37,91.67,54.15,1018,29.91,1
2.959,1.78,28.61,16.64,82.77,49.65,1027,30.25,1
3.769,2.424,31.21,61.54,93.98,33.41,179,27.16,0
3.871,2.791,32.65,45.69,94.7,44.24,414,29.21,0
2.826,3.503,26.92,59.32,82.11,47.07,507,34.87,1
3.763,1.759,25.53,43.7,94.5,38.4,406,29.13,0
3.451,2.773,37.11,48.78,74.33,109.75,1016,30.5,1
3.554,1.801,52.39,45.95,81.66,54.49,758,31.37,1
3.617,2.827,27.46,67.31,90.35,41.24,101,27.79,0
3.462,2.357,49.41,26.87,79.22,55.33,1063,38.4,1
3.571,1.987,46.07,50.97,85.98,45.53,974,37.0,1
3.069,1.5,32.02,25.15,86.37,49.37,989,24.5,1
3.657,2.232,20.8,97.45,98.34,38.37,447,32.47,0
3.721,2.386,22.08,57.17,88.84,119.18,1354,32.05,1
3.535,1.936,60.8,37.21,76.29,62.43,810,36.74,1
3.538,2.719,56.12,60.37,81.47,54.16,982,28.64,1
3.483,2.509,51.42,53.22,79.64,60.47,857,30.69,1
3.759,1.597,29.54,60.17,90.64,42.77,351,25.73,0
3.055,3.428,27.58,30.1,88.36,63.49,1175,31.69,1
3.611,2.388,31.44,52.28,89.58,100.38,1299,30.69,1
3.388,1.471,35.97,30.41,81.0,96.23,1136,26.39,1
3.449,1.73,26.38,17.58,71.83,110.83,1118,31.61,1
3.515,1.517,31.26,68.16,91.79,41.89,711,29.81,0
3.265,2.982,40.0,60.75,73.58,82.19,710,31.37,1
3.72,1.799,35.3,54.72,98.35,40.7,749,28.08,0
3.61,2.239,64.52,77.96,75.37,52.86,985,25.97,1
3.784,1.785,24.41,74.6,91.53,40.16,650,25.11,0
3.586,2.235,46.89,33.13,87.6,56.5,873,34.52,1
3.821,1.63,34.06,69.96,96.3,38.17,294,27.6,0
3.573,1.971,28.12,18.79,87.63,88.16,1146,30.66,1
3.776,3.036,34.28,91.82,97.37,43.03,263,24.84,0
3.592,1.863,50.82,58.58,78.15,46.88,931,27.32,1
2.853,3.341,34.34,22.96,87.51,52.2,1141,28.04,1
2.898,3.358,36.2,29.35,89.29,53.44,823,36.46,1
3.488,2.104,43.24,51.82,70.54,82.35,542,24.45,1
3.017,3.302,33.55,18.69,93.02,58.91,940,30.31,1
3.715,2.175,45.13,20.73,79.0,56.89,1137,33.46,1
3.697,2.108,24.73,76.31,91.17,32.57,104,29.45,0
3.603,1.927,30.71,57.45,97.98,39.32,335,29.94,0
3.552,2.206,30.59,97.35,91.14,39.56,792,30.78,0
3.778,2.178,33.8,83.03,93.54,41.95,508,26.26,0
3.713,1.787,27.01,78.12,95.54,43.45,640,28.12,0
3.602,2.253,25.22,80.33,96.55,46.46,338,26.66,0
3.517,1.607,64.59,43.93,78.34,60.96,409,27.77,1
3.705,1.74,29.66,94.77,93.02,43.68,704,25.39,0
3.483,1.925,37.85,27.6,70.21,74.84,1246,35.63,1
3.704,1.334,46.93,20.04,86.49,59.64,440,33.7,1
3.667,2.26,37.42,81.02,94.11,42.64,661,30.28,0
3.826,2.826,19.72,41.43,95.86,43.68,426,32.35,0
3.671,1.895,30.68,75.72,92.26,34.04,337,26.03,0
3.584,1.799,29.48,70.79,97.25,36.32,697,33.49,0
3.667,1.795,34.94,50.01,94.15,45.0,589,27.69,0
3.573,2.352,32.15,55.18,96.91,39.12,375,26.07,0
3.065,2.316,30.58,12.22,93.26,58.03,464,28.88,1
3.524,2.594,30.2,62.75,95.04,39.68,363,32.36,0
3.615,1.856,27.29,72.17,92.54,48.22,547,29.96,0
3.785,2.002,27.59,43.86,98.61,45.53,638,26.0,0
3.753,1.535,32.34,88.57,94.28,31.5,388,25.78,0
3.645,1.353,47.39,72.8,83.47,51.69,878,40.92,1
2.92,2.966,30.14,40.92,88.27,51.16,823,29.12,1
3.781,2.14,25.4,49.75,91.76,38.83,316,25.5,0
3.666,1.34,33.57,59.49,99.8,41.62,544,33.4,0
3.837,2.346,28.67,74.93,91.79,48.5,535,21.44,0
3.771,2.099,62.26,23.99,83.49,61.87,1164,34.42,1
3.659,1.71,27.41,42.65,93.75,38.06,593,28.95,0
3.664,2.723,28.87,19.03,85.08,116.94,1198,33.17,1
2.853,1.054,35.44,19.82,80.61,51.53,1087,33.59,1
3.704,2.91,33.99,74.76,90.23,45.91,630,25.22,0
3.69,1.671,25.44,81.82,98.94,34.83,693,28.64,0
2.966,1.385,35.58,51.85,84.36,52.52,895,34.46,1
3.404,2.367,39.11,65.58,86.18,84.8,1421,27.46,1
3.66,0.907,25.73,60.01,99.35,39.73,274,29.11,0
3.526,2.691,31.07,63.05,97.7,31.02,501,21.59,0
3.721,1.589,31.03,49.13,99.66,32.73,669,28.43,0
3.828,2.336,32.07,50.24,90.38,41.52,663,20.65,0
3.74,2.056,31.92,80.76,92.1,37.63,151,27.06,0
3.864,2.48,31.7,78.97,94.72,43.7,673,30.99,0
3.803,2.802,49.21,36.36,85.86,54.5,848,36.6,1
3.036,3.381,30.04,55.49,80.78,50.65,562,23.87,1
3.844,1.505,27.23,72.81,91.87,34.49,734,23.23,0
3.65,2.007,24.62,64.6,95.52,42.07,646,28.83,0
3.612,1.887,28.71,98.16,95.22,38.85,794,24.15,0
3.426,1.436,30.48,56.51,74.74,70.52,853,29.33,1
3.76,2.512,30.82,71.83,96.97,38.82,797,25.53,0
3.62,1.846,50.34,49.05,77.25,52.91,1162,33.29,1
3.44,2.326,27.73,89.01,96.29,39.08,140,36.48,0
3.62,1.042,54.22,63.5,88.78,54.18,569,26.48,1
3.532,2.087,37.99,49.91,78.2,115.06,868,31.23,1
3.675,2.05,28.55,64.8,98.18,38.55,649,30.01,0
2.894,2.86,36.02,53.3,94.97,54.21,954,25.42,1
3.775,2.366,29.41,73.64,95.26,38.1,395,29.73,0
3.473,1.513,45.08,76.06,78.16,54.08,823,37.02,1
3.719,1.587,28.7,84.97,92.22,38.02,396,27.41,0
3.548,1.664,32.86,92.23,94.88,51.43,322,29.15,0
3.576,2.189,61.67,64.07,77.2,45.3,554,26.48,1
2.957,2.469,32.75,28.56,86.46,47.87,456,29.71,1
3.576,3.771,60.79,47.62,86.05,59.88,537,43.46,1
2.871,3.426,25.27,26.2,80.95,38.85,493,22.87,1
3.719,3.018,35.47,92.99,98.92,42.55,181,28.05,0
3.665,1.241,26.28,67.43,98.27,49.32,745,31.51,0
3.728,2.401,34.33,55.51,95.05,38.51,232,28.19,0
3.663,2.329,30.16,99.61,91.05,42.08,395,21.99,0
3.732,1.956,27.22,45.68,94.86,39.92,679,20.96,0
2.864,2.575,34.68,38.73,82.48,45.68,1177,28.16,1
3.774,2.455,29.54,71.97,99.23,42.44,740,22.68,0
3.657,2.112,47.55,50.4,80.81,56.57,464,30.07,1
3.553,1.407,32.62,60.36,80.66,102.18,1186,24.18,1
3.647,1.656,32.97,97.89,99.28,39.64,585,22.46,0
3.649,2.756,30.45,45.59,94.13,41.3,130,32.56,0
3.642,2.277,27.72,48.95,99.71,38.95,333,26.78,0
3.746,2.571,30.61,65.06,94.22,49.07,427,32.74,0
3.522,3.055,29.73,50.22,78.67,75.41,917,25.19,1
3.659,1.525,29.33,93.71,96.14,41.66,127,24.81,0
3.728,1.899,29.6,92.28,96.86,45.43,208,30.05,0
2.995,1.445,36.75,46.77,90.06,35.83,364,24.36,1
2.948,0.731,31.3,20.99,85.14,57.33,939,33.34,1
3.637,0.736,27.56,43.42,90.0,42.01,498,34.25,0
3.012,1.545,25.59,41.07,86.27,51.19,542,31.85,1
3.565,1.061,26.95,50.46,81.02,85.29,749,24.48,1
3.615,2.468,32.37,46.91,93.59,33.99,137,27.08,0
3.641,1.407,27.57,73.71,91.4,38.75,468,27.98,0
3.748,1.624,27.65,80.93,92.99,44.22,536,25.73,0
3.033,2.207,33.51,27.37,89.19,47.8,820,30.9,1
3.634,1.234,33.02,41.25,97.74,39.19,253,30.37,0
3.699,1.533,34.36,93.05,93.14,38.78,442,23.91,0
3.362,2.206,36.12,35.25,80.48,71.47,657,28.97,1
3.702,2.225,26.65,94.32,98.74,34.24,552,30.19,0
3.613,0.938,33.94,28.6,83.83,89.59,831,27.68,1
3.502,1.236,34.92,61.64,92.66,46.03,597,24.22,0
3.343,1.721,29.0,42.95,79.84,94.62,988,27.32,1
3.646,3.583,64.7,30.45,86.04,53.11,988,24.19,1
3.807,2.46,28.63,82.6,96.96,47.07,459,29.94,0
3.805,2.183,30.91,74.22,91.13,42.04,643,31.27,0
3.418,2.677,59.42,56.3,88.57,58.74,515,24.87,1
3.713,1.252,30.75,87.4,90.96,40.52,92,31.15,0
3.725,1.979,31.53,52.68,95.22,39.52,146,28.91,0
3.777,2.028,31.28,77.22,92.2,27.63,788,25.63,0
3.732,1.61,29.18,62.66,94.6,40.44,85,27.58,0
3.889,2.436,24.65,59.97,93.69,42.67,279,28.09,0
3.38,2.402,37.93,28.54,83.62,88.5,528,27.42,1
3.649,3.232,30.58,79.01,93.83,37.38,618,25.15,0
3.643,2.218,28.33,24.85,70.05,99.34,610,32.58,1
3.507,2.256,35.81,63.88,84.56,72.45,801,24.24,1
3.552,2.493,31.92,43.04,86.07,111.31,630,30.88,1
3.526,2.224,57.98,76.05,79.03,47.3,658,28.24,1
3.703,2.153,28.08,44.98,92.31,36.43,375,27.32,0
3.506,1.683,35.87,67.76,76.29,81.12,1002,26.8,1
3.656,1.765,33.12,55.36,94.73,45.59,714,20.6,0
3.707,2.53,52.29,49.17,86.58,45.79,763,34.2,1
3.793,1.268,28.5,51.56,94.57,36.94,77,27.8,0
3.894,0.961,31.58,51.66,97.59,43.62,466,33.77,0
2.912,2.356,32.33,38.28,80.8,53.55,476,33.74,1
3.994,2.004,25.47,76.32,94.07,40.34,635,29.21,0
3.516,1.913,39.9,26.78,85.51,74.97,1328,29.99,1
3.673,1.59,25.84,66.11,95.12,38.5,294,30.24,0
3.688,1.652,30.64,81.97,97.89,32.88,700,24.14,0
3.85,1.945,28.08,48.38,91.87,41.04,270,28.73,0
3.648,2.103,27.48,44.23,90.81,28.56,372,20.95,0
3.909,2.827,28.97,73.6,95.9,33.23,382,33.83,0
3.645,1.259,49.58,71.99,87.61,49.63,739,33.56,1
3.673,1.32,33.25,87.84,94.19,30.93,429,28.59,0
3.593,2.596,34.07,80.79,90.74,30.1,127,29.9,0
3.51,2.966,33.57,34.33,86.32,87.64,1092,33.42,1
3.048,2.282,36.93,56.79,87.86,55.09,908,18.37,1
3.464,2.234,33.76,56.65,74.32,108.11,846,35.02,1
3.724,2.121,29.62,52.15,96.59,39.15,283,21.11,0
3.537,1.257,33.19,68.58,72.37,118.6,1190,32.36,1
3.733,2.767,32.11,94.78,95.76,38.63,458,23.98,0
3.647,2.386,34.64,50.72,92.14,37.71,299,27.65,0
3.533,0.959,24.85,98.46,94.82,37.73,51,30.97,0
3.665,2.281,33.22,58.41,97.47,41.36,98,26.51,0
3.756,1.399,47.25,64.79,75.75,60.32,1024,36.97,1
3.023,2.674,23.7,23.64,94.8,46.38,1011,25.4,1
3.406,2.242,34.11,57.19,87.55,85.31,1124,32.27,1
3.632,2.709,34.17,88.48,90.71,31.47,117,28.41,0
2.85,1.962,35.18,12.91,92.13,56.81,511,25.99,1
3.663,2.073,32.09,64.03,97.82,37.8,578,28.62,0
3.642,1.735,32.63,51.21,95.55,43.53,758,24.35,0
3.554,2.605,47.8,40.5,89.36,55.16,912,27.91,1
3.776,2.217,30.5,48.74,93.88,31.95,533,26.96,0
2.946,2.427,38.99,27.66,94.44,36.84,894,23.04,1
3.739,1.731,27.47,96.83,97.05,40.51,197,27.59,0
2.958,3.491,25.88,16.2,86.45,51.3,830,30.94,1
3.769,2.773,58.41,58.07,86.08,59.74,449,31.41,1
3.373,2.224,38.63,66.05,89.18,77.98,662,37.27,1
3.735,2.264,29.95,88.66,97.59,30.6,579,26.63,0
3.001,2.82,38.59,47.9,86.06,58.77,717,36.3,1
3.743,2.253,31.23,45.37,96.06,44.04,733,29.98,0
3.688,1.772,29.11,67.72,93.18,42.38,412,25.23,0
3.028,1.294,33.35,17.81,94.32,60.64,860,34.85,1
3.666,2.129,33.43,83.1,93.78,44.78,533,25.35,0
3.908,2.538,26.57,71.65,96.46,33.88,133,30.86,0
3.778,1.09,27.44,61.77,95.19,35.54,461,25.38,0
2.882,2.419,29.78,25.51,85.47,37.39,658,33.36,1
3.666,1.405,34.16,25.87,75.29,106.48,1101,33.16,1
3.674,2.65,26.63,95.16,97.96,33.67,198,32.18,0
3.508,2.992,56.53,58.08,88.1,54.13,401,29.08,1
3.76,1.71,31.65,85.43,94.9,46.8,654,29.34,0
3.496,2.318,30.63,40.38,98.64,35.66,328,30.23,0
3.505,1.651,40.11,50.41,84.22,113.19,937,36.94,1
3.742,1.983,28.17,91.54,99.57,32.95,502,24.79,0
3.605,2.101,49.05,20.21,87.55,55.03,1050,35.85,1
3.832,0.945,34.26,58.49,94.97,45.44,589,29.39,0
3.772,1.302,31.65,92.76,99.59,30.95,521,27.12,0
3.531,1.879,30.44,52.6,73.2,93.05,545,24.96,1
